AZI_PRED,LON,LAT,SET
95.829544,10,40,A
132.40063,10,40.2,D
75.102585,10,40.4,G
84.31683,10,40.6,A
105.08523,10,40.8,D
74.6506,10,41,G
100.785545,10,41.2,A
127.915985,10,41.4,D
63.87712,10,41.6,G
88.403625,10,41.8,A
144.63904,10,42,D
121.216965,10,42.2,G
140.01071,10,42.4,A
149.05542,10,42.6,D
148.16734,10,42.8,G
153.47398,10,43,A
141.96034,10,43.2,D
157.49136,10,43.4,G
158.33522,10,43.6,A
151.67618,10,43.8,D
124.711464,10,44,G
122.45996,10,44.2,A
156.56763,10,44.4,D
161.9669,10,44.6,G
10.545988,10,44.8,A
19.46365,10,45,D
140.31534,10.2,40,B
141.0676,10.2,40.2,E
143.32407,10.2,40.4,H
145.21944,10.2,40.6,B
144.09758,10.2,40.8,E
147.99728,10.2,41,H
148.79498,10.2,41.2,B
147.70648,10.2,41.4,E
152.09761,10.2,41.6,H
151.80229,10.2,41.8,B
150.48634,10.2,42,E
154.76802,10.2,42.2,H
154.91907,10.2,42.4,B
153.97713,10.2,42.6,E
156.25949,10.2,42.8,H
161.0518,10.2,43,B
145.07965,10.2,43.2,E
157.92114,10.2,43.4,H
151.13895,10.2,43.6,B
3.1645885,10.2,43.8,E
136.65633,10.2,44,H
153.73376,10.2,44.2,B
4.038598,10.2,44.4,E
1.7019209,10.2,44.6,H
172.607,10.2,44.8,B
174.68178,10.2,45,E
140.3601,10.4,40,C
140.75836,10.4,40.2,F
142.53035,10.4,40.4,I
144.90408,10.4,40.6,C
143.84416,10.4,40.8,F
146.89136,10.4,41,I
149.76001,10.4,41.2,C
147.40576,10.4,41.4,F
151.32364,10.4,41.6,I
153.52203,10.4,41.8,C
150.42764,10.4,42,F
154.14403,10.4,42.2,I
155.79012,10.4,42.4,C
152.50868,10.4,42.6,F
155.64473,10.4,42.8,I
148.52588,10.4,43,C
159.46315,10.4,43.2,F
156.63159,10.4,43.4,I
159.14417,10.4,43.6,C
149.00053,10.4,43.8,F
157.24713,10.4,44,I
129.63153,10.4,44.2,C
151.0997,10.4,44.4,F
147.41275,10.4,44.6,I
161.81001,10.4,44.8,C
174.20587,10.4,45,F
85.37178,10.6,40,A
132.79736,10.6,40.2,D
76.529976,10.6,40.4,G
85.37251,10.6,40.6,A
136.46942,10.6,40.8,D
73.96446,10.6,41,G
87.4061,10.6,41.2,A
140.0708,10.6,41.4,D
76.1484,10.6,41.6,G
109.08626,10.6,41.8,A
145.254,10.6,42,D
125.94437,10.6,42.2,G
140.17357,10.6,42.4,A
134.23283,10.6,42.6,D
148.2402,10.6,42.8,G
155.97015,10.6,43,A
146.31036,10.6,43.2,D
157.54637,10.6,43.4,G
159.4384,10.6,43.6,A
147.91797,10.6,43.8,D
161.11377,10.6,44,G
128.76665,10.6,44.2,A
1.2163877,10.6,44.4,D
162.41725,10.6,44.6,G
167.26955,10.6,44.8,A
169.26079,10.6,45,D
138.6638,10.8,40,B
140.05115,10.8,40.2,E
142.08322,10.8,40.4,H
143.8806,10.8,40.6,B
144.4902,10.8,40.8,E
147.3771,10.8,41,H
149.0596,10.8,41.2,B
148.16664,10.8,41.4,E
152.23782,10.8,41.6,H
152.51906,10.8,41.8,B
151.40935,10.8,42,E
155.15012,10.8,42.2,H
147.54907,10.8,42.4,B
153.25851,10.8,42.6,E
156.54878,10.8,42.8,H
144.30283,10.8,43,B
131.08882,10.8,43.2,E
155.41338,10.8,43.4,H
143.8915,10.8,43.6,B
148.46399,10.8,43.8,E
152.04037,10.8,44,H
146.44089,10.8,44.2,B
2.5534444,10.8,44.4,E
162.98225,10.8,44.6,H
164.8921,10.8,44.8,B
174.47655,10.8,45,E
139.23143,11,40,C
139.89969,11,40.2,F
141.65475,11,40.4,I
144.0146,11,40.6,C
144.2489,11,40.8,F
146.90742,11,41,I
149.80289,11,41.2,C
148.02197,11,41.4,F
151.76123,11,41.6,I
153.92807,11,41.8,C
151.4545,11,42,F
154.7959,11,42.2,I
149.01361,11,42.4,C
153.45836,11,42.6,F
156.16669,11,42.8,I
154.3108,11,43,C
137.92435,11,43.2,F
134.89185,11,43.4,I
129.25912,11,43.6,C
144.99397,11,43.8,F
156.39584,11,44,I
136.8199,11,44.2,C
153.10428,11,44.4,F
147.31848,11,44.6,I
149.10056,11,44.8,C
5.4956994,11,45,F
86.03453,11.2,40,A
133.58667,11.2,40.2,D
77.85227,11.2,40.4,G
86.94375,11.2,40.6,A
137.25142,11.2,40.8,D
78.498634,11.2,41,G
95.57513,11.2,41.2,A
141.36536,11.2,41.4,D
98.48583,11.2,41.6,G
125.27165,11.2,41.8,A
146.75146,11.2,42,D
138.4529,11.2,42.2,G
148.96794,11.2,42.4,A
150.2702,11.2,42.6,D
156.12802,11.2,42.8,G
143.37881,11.2,43,A
136.12796,11.2,43.2,D
136.05225,11.2,43.4,G
134.75539,11.2,43.6,A
136.55334,11.2,43.8,D
134.30896,11.2,44,G
156.76405,11.2,44.2,A
157.91113,11.2,44.4,D
147.26775,11.2,44.6,G
162.02515,11.2,44.8,A
8.948354,11.2,45,D
137.05841,11.4,40,B
139.22574,11.4,40.2,E
141.09135,11.4,40.4,H
142.87228,11.4,40.6,B
144.07425,11.4,40.8,E
146.93161,11.4,41,H
149.50488,11.4,41.2,B
149.72656,11.4,41.4,E
152.90631,11.4,41.6,H
153.59763,11.4,41.8,B
152.60448,11.4,42,E
139.37982,11.4,42.2,H
155.50284,11.4,42.4,B
154.42017,11.4,42.6,E
156.35492,11.4,42.8,H
142.5245,11.4,43,B
138.82503,11.4,43.2,E
135.05688,11.4,43.4,H
139.32474,11.4,43.6,B
144.03014,11.4,43.8,E
136.69954,11.4,44,H
155.36928,11.4,44.2,B
179.88092,11.4,44.4,E
162.07185,11.4,44.6,H
170.94858,11.4,44.8,B
9.71499,11.4,45,E
138.21938,11.6,40,C
139.26373,11.6,40.2,F
141.1307,11.6,40.4,I
143.53552,11.6,40.6,C
144.00531,11.6,40.8,F
146.75209,11.6,41,I
149.81139,11.6,41.2,C
149.54602,11.6,41.4,F
152.50946,11.6,41.6,I
156.39645,11.6,41.8,C
152.57645,11.6,42,F
139.26212,11.6,42.2,I
156.9912,11.6,42.4,C
154.47601,11.6,42.6,F
144.66824,11.6,42.8,I
143.27232,11.6,43,C
154.96672,11.6,43.2,F
155.1392,11.6,43.4,I
150.39215,11.6,43.6,C
144.51215,11.6,43.8,F
129.20294,11.6,44,I
134.76195,11.6,44.2,C
6.35529,11.6,44.4,F
161.01784,11.6,44.6,I
162.26222,11.6,44.8,C
177.2266,11.6,45,F
87.9453,11.8,40,A
134.81924,11.8,40.2,D
80.38931,11.8,40.4,G
90.59315,11.8,40.6,A
138.53403,11.8,40.8,D
87.27284,11.8,41,G
109.15188,11.8,41.2,A
143.93143,11.8,41.4,D
121.032104,11.8,41.6,G
127.10817,11.8,41.8,A
148.50209,11.8,42,D
148.33322,11.8,42.2,G
157.32068,11.8,42.4,A
131.48283,11.8,42.6,D
133.02994,11.8,42.8,G
136.76877,11.8,43,A
153.4501,11.8,43.2,D
158.686,11.8,43.4,G
149.01514,11.8,43.6,A
133.80403,11.8,43.8,D
130.32195,11.8,44,G
13.756661,11.8,44.2,A
9.692419,11.8,44.4,D
161.22302,11.8,44.6,G
162.07915,11.8,44.8,A
156.82693,11.8,45,D
135.91568,12,40,B
138.60263,12,40.2,E
140.33058,12,40.4,H
150.07382,12,40.6,B
143.89987,12,40.8,E
146.77264,12,41,H
149.46364,12,41.2,B
150.0772,12,41.4,E
153.13542,12,41.6,H
138.58234,12,41.8,B
153.98564,12,42,E
140.10306,12,42.2,H
156.71281,12,42.4,B
129.4184,12,42.6,E
131.38182,12,42.8,H
137.6207,12,43,B
142.0594,12,43.2,E
153.68164,12,43.4,H
148.22693,12,43.6,B
139.04115,12,43.8,E
147.63254,12,44,H
12.7412,12,44.2,B
8.266528,12,44.4,E
164.06683,12,44.6,H
169.87007,12,44.8,B
174.52975,12,45,E
137.50606,12.2,40,C
138.82619,12.2,40.2,F
140.83624,12.2,40.4,I
143.22115,12.2,40.6,C
143.9725,12.2,40.8,F
146.9513,12.2,41,I
150.865,12.2,41.2,C
166.12224,12.2,41.4,F
153.2041,12.2,41.6,I
139.89366,12.2,41.8,C
153.9151,12.2,42,F
140.08719,12.2,42.2,I
143.24358,12.2,42.4,C
138.95357,12.2,42.6,F
142.00815,12.2,42.8,I
146.79112,12.2,43,C
138.00554,12.2,43.2,F
136.92673,12.2,43.4,I
134.71162,12.2,43.6,C
142.24542,12.2,43.8,F
149.93463,12.2,44,I
16.784456,12.2,44.2,C
174.94312,12.2,44.4,F
161.58357,12.2,44.6,I
162.83012,12.2,44.8,C
174.61182,12.2,45,F
95.73527,12.4,40,A
136.51512,12.4,40.2,D
116.188736,12.4,40.4,G
105.58312,12.4,40.6,A
139.19798,12.4,40.8,D
108.99635,12.4,41,G
134.93176,12.4,41.2,A
2.9117928,12.4,41.4,D
126.39946,12.4,41.6,G
135.77882,12.4,41.8,A
141.7199,12.4,42,D
154.07536,12.4,42.2,G
151.92169,12.4,42.4,A
114.86742,12.4,42.6,D
133.14783,12.4,42.8,G
138.95897,12.4,43,A
138.25935,12.4,43.2,D
138.5161,12.4,43.4,G
131.2847,12.4,43.6,A
150.49702,12.4,43.8,D
155.20093,12.4,44,G
122.878876,12.4,44.2,A
3.3357763,12.4,44.4,D
159.37677,12.4,44.6,G
148.91194,12.4,44.8,A
176.98668,12.4,45,D
135.53838,12.6,40,B
138.49927,12.6,40.2,E
140.10469,12.6,40.4,H
137.09518,12.6,40.6,B
139.8161,12.6,40.8,E
112.04227,12.6,41,H
134.84149,12.6,41.2,B
166.18323,12.6,41.4,E
137.70743,12.6,41.6,H
142.84259,12.6,41.8,B
146.3632,12.6,42,E
157.14874,12.6,42.2,H
128.31715,12.6,42.4,B
116.71893,12.6,42.6,E
139.88708,12.6,42.8,H
137.09908,12.6,43,B
138.12674,12.6,43.2,E
144.2575,12.6,43.4,H
136.25012,12.6,43.6,B
149.5423,12.6,43.8,E
146.72992,12.6,44,H
156.94223,12.6,44.2,B
155.66129,12.6,44.4,E
173.80104,12.6,44.6,H
158.45221,12.6,44.8,B
175.6752,12.6,45,E
137.17621,12.8,40,C
138.72916,12.8,40.2,F
140.85832,12.8,40.4,I
143.14049,12.8,40.6,C
143.78458,12.8,40.8,F
127.41417,12.8,41,I
135.83379,12.8,41.2,C
150.93872,12.8,41.4,F
145.2786,12.8,41.6,I
139.70471,12.8,41.8,C
130.77661,12.8,42,F
137.469,12.8,42.2,I
143.26854,12.8,42.4,C
128.26736,12.8,42.6,F
132.99864,12.8,42.8,I
138.87756,12.8,43,C
142.43176,12.8,43.2,F
148.00632,12.8,43.4,I
160.10452,12.8,43.6,C
145.12831,12.8,43.8,F
141.18259,12.8,44,I
161.11743,12.8,44.2,C
169.78777,12.8,44.4,F
10.352828,12.8,44.6,I
161.81697,12.8,44.8,C
176.06729,12.8,45,F
115.02021,13,40,A
137.22679,13,40.2,D
114.20754,13,40.4,G
127.722824,13,40.6,A
141.548,13,40.8,D
123.56591,13,41,G
135.92792,13,41.2,A
147.70883,13,41.4,D
154.55531,13,41.6,G
166.86476,13,41.8,A
119.11167,13,42,D
110.58658,13,42.2,G
138.54611,13,42.4,A
134.71794,13,42.6,D
145.46654,13,42.8,G
145.40868,13,43,A
141.47498,13,43.2,D
163.7609,13,43.4,G
163.26024,13,43.6,A
165.9013,13,43.8,D
10.040999,13,44,G
161.16368,13,44.2,A
171.22955,13,44.4,D
161.84708,13,44.6,G
149.81618,13,44.8,A
160.59769,13,45,D
135.41325,13.2,40,B
138.30138,13.2,40.2,E
139.61893,13.2,40.4,H
141.20146,13.2,40.6,B
138.80223,13.2,40.8,E
133.38531,13.2,41,H
149.35464,13.2,41.2,B
150.75317,13.2,41.4,E
137.63965,13.2,41.6,H
156.73773,13.2,41.8,B
150.90582,13.2,42,E
133.00381,13.2,42.2,H
140.84943,13.2,42.4,B
146.88261,13.2,42.6,E
169.05423,13.2,42.8,H
152.09857,13.2,43,B
161.69469,13.2,43.2,E
156.77426,13.2,43.4,H
155.46027,13.2,43.6,B
7.9594617,13.2,43.8,E
23.776556,13.2,44,H
4.2377677,13.2,44.2,B
0.53619695,13.2,44.4,E
172.79666,13.2,44.6,H
161.29619,13.2,44.8,B
160.13864,13.2,45,E
137.63184,13.4,40,C
139.20764,13.4,40.2,F
141.53857,13.4,40.4,I
143.7259,13.4,40.6,C
144.13617,13.4,40.8,F
147.72366,13.4,41,I
150.57161,13.4,41.2,C
148.129,13.4,41.4,F
138.12074,13.4,41.6,I
136.699,13.4,41.8,C
138.94142,13.4,42,F
140.7992,13.4,42.2,I
139.41864,13.4,42.4,C
150.35826,13.4,42.6,F
145.1623,13.4,42.8,I
135.86201,13.4,43,C
164.7893,13.4,43.2,F
153.49239,13.4,43.4,I
160.80052,13.4,43.6,C
20.779163,13.4,43.8,F
22.791927,13.4,44,I
15.861959,13.4,44.2,C
179.94635,13.4,44.4,F
8.434373,13.4,44.6,I
9.173093,13.4,44.8,C
179.6597,13.4,45,F
131.3544,13.6,40,A
138.2018,13.6,40.2,D
133.07002,13.6,40.4,G
128.81512,13.6,40.6,A
142.8026,13.6,40.8,D
148.1036,13.6,41,G
148.3141,13.6,41.2,A
139.3262,13.6,41.4,D
140.27531,13.6,41.6,G
137.02014,13.6,41.8,A
138.75955,13.6,42,D
137.59778,13.6,42.2,G
132.60472,13.6,42.4,A
139.38371,13.6,42.6,D
127.74624,13.6,42.8,G
88.9261,13.6,43,A
144.88452,13.6,43.2,D
5.5553346,13.6,43.4,G
4.8281784,13.6,43.6,A
168.66013,13.6,43.8,D
175.18173,13.6,44,G
176.36497,13.6,44.2,A
1.964849,13.6,44.4,D
170.74364,13.6,44.6,G
156.33437,13.6,44.8,A
163.42857,13.6,45,D
134.9477,13.8,40,B
137.944,13.8,40.2,E
139.16519,13.8,40.4,H
140.62466,13.8,40.6,B
143.27003,13.8,40.8,E
146.23692,13.8,41,H
142.75052,13.8,41.2,B
143.2203,13.8,41.4,E
123.8218,13.8,41.6,H
119.29993,13.8,41.8,B
125.62961,13.8,42,E
130.2124,13.8,42.2,H
162.63206,13.8,42.4,B
146.11324,13.8,42.6,E
157.73175,13.8,42.8,H
149.16827,13.8,43,B
150.29343,13.8,43.2,E
8.743508,13.8,43.4,H
16.837763,13.8,43.6,B
176.15692,13.8,43.8,E
8.621966,13.8,44,H
178.37608,13.8,44.2,B
0.56466585,13.8,44.4,E
7.5522237,13.8,44.6,H
165.54271,13.8,44.8,B
164.03876,13.8,45,E
136.5672,14,40,C
138.10913,14,40.2,F
129.06534,14,40.4,I
130.23854,14,40.6,C
131.22443,14,40.8,F
133.14478,14,41,I
143.31287,14,41.2,C
137.71342,14,41.4,F
135.45886,14,41.6,I
137.49892,14,41.8,C
132.38559,14,42,F
133.08395,14,42.2,I
146.81003,14,42.4,C
146.48444,14,42.6,F
167.099,14,42.8,I
21.835402,14,43,C
177.03137,14,43.2,F
174.0404,14,43.4,I
6.2357683,14,43.6,C
176.31456,14,43.8,F
176.45166,14,44,I
177.71536,14,44.2,C
172.1238,14,44.4,F
7.217998,14,44.6,I
7.265289,14,44.8,C
3.6413527,14,45,F
135.03987,14.2,40,A
137.4054,14.2,40.2,D
137.75583,14.2,40.4,G
129.96745,14.2,40.6,A
130.3298,14.2,40.8,D
132.78378,14.2,41,G
133.76361,14.2,41.2,A
128.2056,14.2,41.4,D
141.1682,14.2,41.6,G
138.93167,14.2,41.8,A
137.73314,14.2,42,D
157.06912,14.2,42.2,G
168.59378,14.2,42.4,A
147.07893,14.2,42.6,D
178.9859,14.2,42.8,G
19.124353,14.2,43,A
174.60246,14.2,43.2,D
176.2302,14.2,43.4,G
177.67615,14.2,43.6,A
179.86809,14.2,43.8,D
0.5572115,14.2,44,G
1.1189609,14.2,44.2,A
2.4550972,14.2,44.4,D
2.6893032,14.2,44.6,G
3.2857566,14.2,44.8,A
5.7272987,14.2,45,D
133.94188,14.4,40,B
137.0032,14.4,40.2,E
137.84283,14.4,40.4,H
139.05917,14.4,40.6,B
141.88754,14.4,40.8,E
144.47101,14.4,41,H
131.18991,14.4,41.2,B
132.67937,14.4,41.4,E
129.30818,14.4,41.6,H
134.80792,14.4,41.8,B
154.496,14.4,42,E
166.66437,14.4,42.2,H
169.2514,14.4,42.4,B
170.35936,14.4,42.6,E
177.67587,14.4,42.8,H
14.81402,14.4,43,B
177.36606,14.4,43.2,E
173.5088,14.4,43.4,H
0.7567679,14.4,43.6,B
2.6851273,14.4,43.8,E
4.319256,14.4,44,H
3.3720021,14.4,44.2,B
4.640799,14.4,44.4,E
5.3497915,14.4,44.6,H
5.9898024,14.4,44.8,B
6.81774,14.4,45,E
135.8725,14.6,40,C
137.48361,14.6,40.2,F
128.43362,14.6,40.4,I
129.51282,14.6,40.6,C
130.56306,14.6,40.8,F
148.1763,14.6,41,I
145.78519,14.6,41.2,C
137.41537,14.6,41.4,F
129.70915,14.6,41.6,I
138.36087,14.6,41.8,C
137.3641,14.6,42,F
146.7894,14.6,42.2,I
170.45631,14.6,42.4,C
170.6486,14.6,42.6,F
173.4608,14.6,42.8,I
173.34592,14.6,43,C
177.56969,14.6,43.2,F
175.37541,14.6,43.4,I
3.6391933,14.6,43.6,C
2.0234153,14.6,43.8,F
3.8346217,14.6,44,I
4.247558,14.6,44.2,C
3.4542017,14.6,44.4,F
4.697894,14.6,44.6,I
5.3032746,14.6,44.8,C
8.4513035,14.6,45,F
135.97404,14.8,40,A
137.31424,14.8,40.2,D
139.05737,14.8,40.4,G
129.51413,14.8,40.6,A
130.29475,14.8,40.8,D
145.93188,14.8,41,G
142.94543,14.8,41.2,A
134.232,14.8,41.4,D
133.44257,14.8,41.6,G
134.0841,14.8,41.8,A
135.60393,14.8,42,D
145.7453,14.8,42.2,G
169.8579,14.8,42.4,A
149.19211,14.8,42.6,D
1.285404,14.8,42.8,G
7.5960026,14.8,43,A
2.1439712,14.8,43.2,D
3.5242426,14.8,43.4,G
3.697815,14.8,43.6,A
4.0998435,14.8,43.8,D
4.8163276,14.8,44,G
4.456158,14.8,44.2,A
4.3632665,14.8,44.4,D
4.793478,14.8,44.6,G
5.0438285,14.8,44.8,A
4.265398,14.8,45,D
133.57477,15,40,B
137.12076,15,40.2,E
165.75215,15,40.4,H
141.3809,15,40.6,B
130.55211,15,40.8,E
142.26538,15,41,H
135.02634,15,41.2,B
139.9999,15,41.4,E
143.99687,15,41.6,H
132.16583,15,41.8,B
135.40544,15,42,E
143.25488,15,42.2,H
134.87054,15,42.4,B
149.12161,15,42.6,E
4.514495,15,42.8,H
13.00519,15,43,B
6.2379656,15,43.2,E
178.08722,15,43.4,H
5.444448,15,43.6,B
6.2583303,15,43.8,E
3.8090055,15,44,H
5.6345873,15,44.2,B
6.262356,15,44.4,E
4.017264,15,44.6,H
5.9478393,15,44.8,B
6.810434,15,45,E
128.27084,15.2,40,C
133.37123,15.2,40.2,F
2.4579113,15.2,40.4,I
148.37978,15.2,40.6,C
127.84228,15.2,40.8,F
141.97363,15.2,41,I
138.04686,15.2,41.2,C
147.68839,15.2,41.4,F
155.59717,15.2,41.6,I
149.3106,15.2,41.8,C
141.66705,15.2,42,F
140.62161,15.2,42.2,I
130.69055,15.2,42.4,C
146.89749,15.2,42.6,F
7.9057946,15.2,42.8,I
11.070082,15.2,43,C
6.926854,15.2,43.2,F
178.05795,15.2,43.4,I
3.5579264,15.2,43.6,C
4.9796667,15.2,43.8,F
175.03333,15.2,44,I
3.4928617,15.2,44.2,C
7.734928,15.2,44.4,F
3.5175822,15.2,44.6,I
3.8792362,15.2,44.8,C
5.938653,15.2,45,F
121.88339,15.4,40,A
133.26402,15.4,40.2,D
129.83437,15.4,40.4,G
125.66298,15.4,40.6,A
125.91594,15.4,40.8,D
131.97066,15.4,41,G
134.32254,15.4,41.2,A
150.45541,15.4,41.4,D
151.98177,15.4,41.6,G
143.5492,15.4,41.8,A
154.32372,15.4,42,D
159.52045,15.4,42.2,G
149.07675,15.4,42.4,A
170.95598,15.4,42.6,D
2.6768043,15.4,42.8,G
18.187605,15.4,43,A
16.76075,15.4,43.2,D
6.4668274,15.4,43.4,G
6.726243,15.4,43.6,A
6.1852894,15.4,43.8,D
6.8746357,15.4,44,G
10.5698,15.4,44.2,A
18.820446,15.4,44.4,D
178.88092,15.4,44.6,G
168.37582,15.4,44.8,A
176.28928,15.4,45,D
125.28639,15.6,40,B
127.38957,15.6,40.2,E
128.67871,15.6,40.4,H
127.05686,15.6,40.6,B
128.22984,15.6,40.8,E
133.2229,15.6,41,H
147.46637,15.6,41.2,B
149.95183,15.6,41.4,E
156.7013,15.6,41.6,H
149.99399,15.6,41.8,B
154.37729,15.6,42,E
162.78185,15.6,42.2,H
165.95384,15.6,42.4,B
171.23117,15.6,42.6,E
179.85452,15.6,42.8,H
7.3361607,15.6,43,B
10.89733,15.6,43.2,E
1.4480528,15.6,43.4,H
7.9911947,15.6,43.6,B
8.382225,15.6,43.8,E
3.9760914,15.6,44,H
171.16347,15.6,44.2,B
16.010157,15.6,44.4,E
165.44118,15.6,44.6,H
169.09155,15.6,44.8,B
168.03049,15.6,45,E
127.67237,15.8,40,C
132.28749,15.8,40.2,F
128.68481,15.8,40.4,I
139.51138,15.8,40.6,C
139.84186,15.8,40.8,F
134.54312,15.8,41,I
136.32205,15.8,41.2,C
150.3998,15.8,41.4,F
147.46992,15.8,41.6,I
148.99031,15.8,41.8,C
157.9113,15.8,42,F
169.07747,15.8,42.2,I
175.338,15.8,42.4,C
172.56827,15.8,42.6,F
0.36846563,15.8,42.8,I
164.64603,15.8,43,C
6.8077264,15.8,43.2,F
3.4282246,15.8,43.4,I
4.0935674,15.8,43.6,C
6.99932,15.8,43.8,F
3.7902944,15.8,44,I
3.1794407,15.8,44.2,C
165.86685,15.8,44.4,F
164.92036,15.8,44.6,I
165.18817,15.8,44.8,C
5.3232126,15.8,45,F
127.830795,16,40,A
128.91411,16,40.2,D
129.93472,16,40.4,G
130.64182,16,40.6,A
131.45473,16,40.8,D
132.68246,16,41,G
133.74545,16,41.2,A
149.3855,16,41.4,D
152.44939,16,41.6,G
154.82132,16,41.8,A
140.73456,16,42,D
154.85895,16,42.2,G
166.11522,16,42.4,A
171.89626,16,42.6,D
1.1459444,16,42.8,G
4.9670553,16,43,A
5.238099,16,43.2,D
8.697792,16,43.4,G
11.042272,16,43.6,A
9.743007,16,43.8,D
8.3968115,16,44,G
179.7975,16,44.2,A
165.82942,16,44.4,D
168.80675,16,44.6,G
6.407906,16,44.8,A
6.3542542,16,45,D
