LON,LAT,REGIME
40.0,38.5,TF
23.5,44.5,NF
25.0,41.5,TF
34.0,35.5,TF
1.0,50.5,NF
13.0,43.0,NF
-5.0,55.0,NF
41.5,35.5,SS
-11.0,38.5,TF
4.0,55.0,TF
-11.0,37.0,TF
-8.0,55.0,NF
5.5,53.5,NF
-9.5,40.0,TF
38.5,41.5,NF
-3.5,38.5,SS
2.5,52.0,TF
13.0,50.5,SS
17.5,44.5,TF
1.0,41.5,TF
-3.5,52.0,TF
17.5,46.0,TF
40.0,41.5,NF
25.0,49.0,TF
-5.0,47.5,NF
-2.0,49.0,SS
8.5,43.0,TF
5.5,41.5,TF
5.5,35.5,SS
2.5,37.0,TF
-3.5,49.0,TF
-8.0,43.0,TF
7.0,53.5,TF
32.5,38.5,NF
35.5,43.0,TF
23.5,49.0,NF
28.0,35.5,TF
13.0,46.0,TF
-2.0,46.0,TF
2.5,53.5,TF
17.5,52.0,TF
-8.0,41.5,TF
41.5,38.5,TF
8.5,41.5,NF
17.5,37.0,TF
7.0,52.0,TF
16.0,41.5,TF
5.5,55.0,TF
5.5,50.5,TF
10.0,50.5,TF
-11.0,44.5,TF
8.5,53.5,TF
-9.5,43.0,TF
17.5,38.5,TF
8.5,52.0,NF
38.5,37.0,NF
-5.0,37.0,TF
23.5,40.0,NF
4.0,58.0,TF
-0.5,47.5,TF
-3.5,44.5,TF
8.5,49.0,TF
1.0,37.0,TF
-2.0,43.0,TF
2.5,38.5,TF
-2.0,40.0,NF
29.5,47.5,TF
7.0,35.5,TF
13.0,55.0,TF
11.5,58.0,TF
26.5,35.5,NF
16.0,40.0,NF
7.0,58.0,TF
13.0,58.0,TF
2.5,49.0,TF
14.5,44.5,TF
-2.0,53.5,TF
29.5,37.0,NF
-2.0,37.0,NF
26.5,43.0,TF
13.0,37.0,TF
20.5,37.0,TF
8.5,55.0,SS
1.0,43.0,NF
-9.5,52.0,TF
-0.5,55.0,NF
11.5,49.0,SS
13.0,56.5,TF
32.5,35.5,NF
28.0,49.0,SS
22.0,38.5,NF
10.0,44.5,NF
19.0,55.0,TF
-6.5,44.5,SS
43.0,41.5,TF
26.5,37.0,NF
11.5,44.5,NF
5.5,40.0,TF
31.0,37.0,NF
8.5,35.5,TF
5.5,52.0,NF
-2.0,47.5,TF
13.0,47.5,NF
20.5,38.5,SS
19.0,47.5,TF
22.0,53.5,TF
-6.5,40.0,TF
13.0,38.5,TF
2.5,46.0,TF
14.5,50.5,NF
28.0,41.5,TF
-5.0,41.5,TF
31.0,43.0,TF
-6.5,41.5,TF
35.5,37.0,NF
44.5,38.5,TF
8.5,44.5,NF
11.5,56.5,TF
5.5,37.0,TF
1.0,46.0,TF
20.5,35.5,TF
8.5,56.5,TF
40.0,37.0,NF
-9.5,53.5,NF
35.5,41.5,TF
10.0,35.5,NF
-5.0,49.0,TF
1.0,55.0,TF
19.0,50.5,NF
1.0,40.0,TF
14.5,43.0,TF
25.0,37.0,NF
4.0,47.5,TF
20.5,55.0,SS
38.5,38.5,NF
23.5,43.0,NF
16.0,44.5,NF
34.0,38.5,SS
22.0,44.5,TF
7.0,37.0,SS
-5.0,44.5,TF
7.0,46.0,NF
23.5,46.0,NF
-6.5,50.5,TF
4.0,44.5,NF
5.5,47.5,TF
-0.5,40.0,NF
-5.0,46.0,TF
25.0,46.0,NF
16.0,55.0,TF
25.0,50.5,NF
-8.0,35.5,SS
-5.0,35.5,NF
13.0,35.5,TF
-8.0,44.5,NF
22.0,46.0,TF
-0.5,35.5,NF
32.5,44.5,NF
-6.5,35.5,TF
16.0,53.5,NF
1.0,49.0,TF
13.0,40.0,TF
19.0,44.5,TF
16.0,52.0,NF
13.0,44.5,SS
-0.5,43.0,TF
11.5,38.5,TF
17.5,47.5,NF
-6.5,52.0,TF
8.5,40.0,SS
35.5,40.0,SS
-6.5,56.5,TF
7.0,55.0,TF
-8.0,52.0,SS
23.5,52.0,TF
43.0,35.5,NF
4.0,46.0,NF
-8.0,40.0,NF
-0.5,44.5,TF
-2.0,38.5,TF
26.5,47.5,NF
-11.0,40.0,TF
22.0,55.0,SS
37.0,40.0,SS
28.0,47.5,TF
31.0,46.0,NF
26.5,41.5,NF
7.0,49.0,TF
14.5,53.5,TF
14.5,41.5,TF
-3.5,53.5,TF
38.5,44.5,TF
25.0,35.5,SS
1.0,47.5,TF
32.5,43.0,TF
38.5,43.0,TF
5.5,38.5,SS
20.5,52.0,TF
25.0,52.0,TF
19.0,43.0,TF
20.5,41.5,NF
7.0,41.5,TF
17.5,35.5,TF
2.5,35.5,SS
17.5,53.5,TF
1.0,44.5,NF
20.5,47.5,TF
25.0,40.0,SS
20.5,58.0,NF
7.0,38.5,SS
-6.5,49.0,SS
16.0,56.5,TF
17.5,40.0,TF
37.0,44.5,TF
19.0,49.0,TF
43.0,38.5,TF
19.0,38.5,SS
14.5,46.0,TF
29.5,41.5,SS
4.0,41.5,TF
-6.5,46.0,TF
19.0,40.0,TF
2.5,40.0,NF
16.0,50.5,TF
-0.5,37.0,SS
1.0,52.0,NF
40.0,43.0,TF
10.0,47.5,TF
14.5,55.0,NF
14.5,49.0,TF
19.0,46.0,TF
19.0,56.5,TF
-6.5,43.0,NF
32.5,46.0,TF
17.5,49.0,NF
32.5,40.0,NF
1.0,53.5,TF
31.0,35.5,NF
26.5,40.0,NF
20.5,43.0,NF
8.5,47.5,NF
16.0,37.0,TF
11.5,43.0,NF
19.0,37.0,SS
4.0,52.0,TF
29.5,40.0,NF
-5.0,38.5,NF
35.5,44.5,TF
17.5,50.5,NF
40.0,40.0,SS
-6.5,37.0,NF
-2.0,56.5,SS
2.5,50.5,TF
20.5,44.5,SS
26.5,49.0,TF
-2.0,41.5,NF
35.5,35.5,TF
-0.5,52.0,TF
44.5,37.0,NF
4.0,50.5,TF
-5.0,52.0,TF
-5.0,53.5,SS
11.5,55.0,SS
-11.0,41.5,SS
41.5,41.5,NF
-6.5,55.0,TF
44.5,44.5,TF
-8.0,50.5,TF
2.5,47.5,TF
11.5,37.0,NF
34.0,40.0,TF
20.5,49.0,NF
-11.0,35.5,SS
-9.5,44.5,SS
22.0,52.0,NF
32.5,37.0,NF
37.0,41.5,SS
8.5,38.5,TF
7.0,50.5,NF
16.0,38.5,TF
29.5,46.0,TF
34.0,37.0,NF
5.5,46.0,TF
10.0,46.0,NF
19.0,53.5,TF
37.0,35.5,TF
-3.5,37.0,NF
22.0,47.5,TF
5.5,49.0,NF
34.0,43.0,TF
-0.5,56.5,TF
7.0,44.5,TF
16.0,58.0,NF
10.0,56.5,TF
11.5,50.5,NF
13.0,53.5,TF
19.0,35.5,SS
-5.0,50.5,NF
2.5,56.5,TF
32.5,41.5,TF
11.5,46.0,TF
28.0,46.0,SS
14.5,37.0,TF
17.5,43.0,TF
4.0,37.0,TF
28.0,40.0,NF
22.0,43.0,NF
7.0,43.0,TF
20.5,46.0,NF
-3.5,35.5,NF
-0.5,46.0,NF
44.5,35.5,NF
13.0,49.0,NF
29.5,38.5,NF
26.5,44.5,NF
25.0,47.5,NF
-9.5,35.5,SS
11.5,35.5,TF
23.5,41.5,NF
-0.5,53.5,NF
14.5,38.5,TF
34.0,41.5,SS
31.0,44.5,TF
